Uniprot_AC	nb_obs
Q15645	4
Q15643	1
Q15642	22
O75054	4
P45381	10
Q13427	8
Q13426	2
Q7Z2Z2	17
Q13424	356
Q13423	3438
O95487	35
O95486	8
P63261	10927
Q53HC9	6
P63267	15105
Q96M96	1
Q13522	6
Q13523	19
P01889	55
P01880	2
Q8NHP8	3
P48735	2290
P48739	36
Q6ZP82	88
Q8NHP6	1
Q9NWX6	1
Q9NT62	11
Q7L592	11
Q7L2E3	22
P48651	9
P19827	231
Q14999	11
Q9BYW2	2
P19823	199
Q14993	1
Q14997	4
P51784	10
P62136	412
P12107	6
E9PMS6	168
P12109	1673
Q6ZW31	2
Q96GW9	1
Q9UQ80	148
Q8N5N7	13
P21108	44
Q9BV38	12
P29373	17
P29372	5
P29374	1
Q12929	3
Q86XI6	1
Q9Y666	3
Q86XI2	1
Q9UBE0	40
Q9C005	29
P17693	15
P03905	123
Q969S3	2
Q969S9	24
Q86WU2	108
Q6RW13	2
Q8TAD4	2
O60462	4
Q5QJE6	5
Q9H1K0	2
Q9H1K1	14
Q9NRP4	1
Q9NRP0	6
P29590	33
Q9NRP2	6
Q09472	8
O43924	7
B5MCI0	36
Q9P2I0	19
Q01664	1
Q9Y6D5	17
B1AP13	6
P02751	1272
Q8WW59	68
O75251	126
A9UHW6	2
P43652	29
Q9Y6D6	16
Q9BZD4	1
P08138	8
Q9H4X1	4
P08134	198
Q53FV1	8
P08133	2292
Q9H4B7	786
O43929	1
O95905	3
Q96QU8	1
Q9UKR5	2
P07357	5
P54252	3
P54253	1
Q9H299	24
P15121	415
Q14432	35
Q17R89	1
P05556	294
P14678	64
Q8NEW0	2
P14672	88
Q01085	22
Q01082	3716
Q01081	40
Q8N138	7
Q765P7	2
P0CG39	2057
P0CG38	3236
P0CG34	12
P0CG30	39
Q9H511	9
Q86X10	8
P59998	68
O15498	19
Q99598	38
Q02218	1235
Q99594	6
Q8IV36	1
Q99590	6
Q99593	3
Q8IV32	1
P82673	18
Q8WU39	1
P82675	13
P21926	10
P21291	141
O43447	22
Q9NX70	1
Q9NX76	1
P62304	51
P62306	37
Q9UEW8	33
Q9BRG1	41
Q8NC96	2
Q8NI37	7
Q8NI36	1
O14727	2
Q9UJZ1	126
Q96A00	6
Q6BCY4	56
Q96A08	666
Q8IXK0	4
Q96DZ1	4
Q96I15	15
Q9NUI1	1
Q5BJF6	3
Q9NR56	13
Q5BJF2	3
Q9NR50	23
Q9P2E9	195
F5H1X8	41
Q15459	110
P49711	25
O60895	1
P13645	2556
P13646	114
Q04828	31
P13640	18
Q8IY21	2
Q07157	187
Q15061	1
Q15063	1170
Q75QN2	1
Q96S66	4
Q15067	7
P55854	29
P17612	215
O00584	4
Q9H7D7	6
Q9H7D0	1
Q9UM13	1
O15131	28
Q7L014	43
Q92917	4
Q5VUM1	1
P51991	437
Q9Y303	5
Q9Y305	215
Q5T5X7	1
Q9BVC5	2
Q9H845	235
Q9BVC6	53
Q8N4P3	5
P32780	1
H0YLY0	16
P04114	400
P15927	39
P15924	3952
P53041	157
P00352	207
Q6KB66	143
Q9Y5K6	16
Q9Y5K5	20
Q8TCC3	5
Q9BXJ8	11
Q9BXJ9	48
Q8IYL3	1
A4UGR9	98
Q9BXJ0	1
P80748	25
O43149	8
O43148	14
O43639	8
O43143	138
Q6NUQ4	2
Q6NUQ1	2
Q92667	19
Q92665	33
P53597	653
P62633	50
Q05086	43
Q9BSL1	5
Q9GZT3	52
Q13425	47
Q9GZT6	9
Q9GZT4	20
Q9GZT9	10
Q9GZT8	23
Q9H334	2
Q8WYQ3	4
Q9H330	21
Q8IWV7	7
Q6P161	3
O60240	1
O60245	6
O60244	1
Q9H9E3	4
