Uniprot_AC	nb_obs
Q96A23	141
Q9UJX2	12
Q9NR77	5
Q5BJH7	8
Q5BJH2	2
Q9HBT6	9
E9RKB1	124
P84085	1187
Q15477	61
Q9P2T1	55
Q96TC7	102
Q96KQ7	9
Q96KQ4	1
Q03167	14
Q68CZ6	1
Q6MZU6	4430
Q6ZRP7	1
P13995	1
Q9ULB1	217
P34903	32
Q9ULB5	4
Q9ULB4	1
Q9Y2R0	24
Q9Y2R5	9
P50213	761
Q9Y2R9	20
P29762	246
O60879	4
P30049	222
P30048	800
Q9H8W4	1
Q8N8S7	56
P30041	1994
P30040	169
P30043	723
P30042	542
P30044	1033
P30047	5
P30046	164
Q96NR6	30
P55789	6
Q9GIY3	43
P55786	1426
Q59GM6	43
P25101	4
P13667	332
Q99608	1
Q86VD1	11
E9PNZ4	433
Q96DT6	1
Q15007	10
Q15006	32
Q15005	48
O00567	82
O00560	111
O00562	40
Q06BD1	88
Q15008	149
Q8N2H9	1
Q9H7L9	4
Q9UM73	6
Q96S44	15
G3V1L9	277
Q8NHM4	122
A0A087WW63	27
Q9BTW9	290
P51178	299
Q9H7F0	2
Q8WWZ7	4
B2NJ16	99
Q8TCA0	9
Q8TE02	2
Q96R05	4
Q05D08	168
P0CG12	1
Q9Y2T4	37
Q8WVB3	1
Q8NBF6	69
Q9Y450	47
Q8NBF2	50
Q9Y320	28
Q92932	43
Q92930	663
Q92934	11
Q7LC44	2
E7EVY3	80
Q04118	8
B7ZC06	12
Q96AJ9	9
Q14202	9
Q14203	1135
Q7L5A8	2
Q14204	12498
Q6UWU4	1
P00338	1970
Q6IPQ0	661
Q9Y4H2	16
P47914	32
P68036	200
Q8WXI9	24
P68032	11838
P07814	343
Q15911	12
Q15910	3
O43166	25
O43169	218
P19174	159
P79483	39
Q96LP2	1
B3KMX3	298
D6RBU5	634
O15247	50
Q5XUX1	2
Q5XUX0	1
Q9H3Z4	503
Q86Z02	1
Q9BSB4	4
Q86YN1	7
O94992	5
