Uniprot_AC	nb_obs
Q5QJ74	6
P33552	1
Q5VWZ2	100
P10412	2849
O15061	1
P29317	3
Q86UE8	4
P48065	14
P35998	207
Q29940	290
Q9Y646	74
Q9BV57	169
Q86UE4	261
Q08722	6
Q9NXH9	4
P10643	24
P48553	8
P01782	3
P01780	6
Q9P270	12
P62861	21
Q92890	40
Q92896	132
Q969M7	2
Q969M1	2
Q969M3	12
P02787	4809
P02786	455
O60447	3
P02788	461
P39880	7
O14495	10
O14494	10
O14497	19
O95926	2
Q9UKT5	2
Q9H1I8	6
P07099	3195
Q5T6X4	1
Q86TI0	2
Q86TI2	62
Q8NFW8	96
Q01968	1
Q9NRR3	1
P23083	46
Q9NRR5	25
P28370	32
Q92542	30
Q92541	5
Q92546	1
Q92544	53
Q9H4Z3	2
P69905	55839
P05413	68
Q9HAV0	129
Q9HAV7	102
Q9HAV4	30
Q96SB8	2
Q96SB4	14
Q96SB3	6
Q8N806	2
Q6A162	9
Q9H270	17
Q14457	1
Q8WU10	3
P14651	9
Q9Y3Q8	4
Q8NEU8	24
Q8TEB9	6
Q9Y3Q3	4
Q659C4	17
Q8N9T8	6
P15954	24
A5PLL7	2
P26599	658
Q9H5X1	14
O95544	2
Q00G26	8
Q99570	18
Q9BQA9	21
Q99575	4
Q14687	3
Q9BQA1	10
P22061	185
P82650	23
Q5W0V3	14
Q8NDI1	28
P36507	59
Q8IXI1	48
Q8IXI2	25
P19367	156
Q9NX55	8
Q9NX57	3
Q9NX58	12
P05455	207
P07311	1
P10620	1433
Q9BRA2	124
Q9H6H4	1
Q29718	295
Q9BQ04	14
Q5T6V5	45
P15291	4
Q96A29	5
Q96DX5	7
Q9UJX4	3
P50336	42
Q9UJX3	4
Q96A22	2
Q8NCL4	2
Q9NR77	165
Q5BJH7	6
P56470	172
Q9NUK0	11
P84085	535
Q15477	78
Q9P2T1	39
Q96TC7	76
Q96KQ7	1
P13995	2
Q03169	3
Q9Y2R0	39
Q9Y2R5	8
P50213	95
Q9Y2R9	15
P29762	3
O60879	21
P30049	270
P30048	1683
Q8N8S7	7
P30041	3161
P30040	694
P30043	2106
P30042	470
P30044	1024
P30047	122
P30046	1401
P55789	24
Q9GIY3	99
P55786	267
Q9UMZ2	3
P13667	2566
P13196	6
Q15007	12
Q15006	17
Q15005	135
O00567	166
O00560	29
Q15008	149
Q96S44	21
Q8WWZ8	11
O15155	5
P51178	28
Q8WWZ4	4
Q8TE04	8
Q8TCA0	2
P0CG12	8
Q8NBF6	5
Q9Y324	1
Q9Y450	45
Q8NBF2	69
Q5BKZ1	48
P21757	7
Q92930	127
Q92934	5
Q5T7V8	1
P15907	63
Q96AJ9	3
Q14202	3
Q14204	1857
P00338	3960
Q9Y4H4	1
Q9Y4H2	6
P55001	5
P68036	168
Q9UN36	562
P68032	8854
P07814	549
O43164	1
O43166	1
O43169	167
P19174	23
P79483	62
Q8N6T3	14
Q8N6T7	1
P35414	1
Q9H3Z4	23
Q9BSB4	2
Q86YN1	9
O94992	12
O14958	1
O14957	6
O14950	562
Q6FI81	41
Q9H9C1	1
P36269	224
P27361	82
O60262	6
Q8IWT0	14
P61353	150
Q15645	6
Q15643	32
Q15642	12
P98187	76
P45381	4
Q13427	7
Q13426	2
Q13425	21
Q13423	1812
Q13422	1
O95487	85
