Uniprot_AC	nb_obs
Q14457	6
Q8WU10	7
Q14451	9
Q8TEB1	11
Q9Y3Q8	34
Q8NEU8	170
Q8TEB9	1
Q9Y3Q3	19
Q9Y3Q0	4
Q659C4	83
Q8N9T8	26
P26951	1
Q8N118	11
A5PLL7	11
Q8N111	7
P26599	2975
Q9H5X1	72
O95544	6
Q99571	15
Q99570	56
Q9BQA9	36
Q99575	57
Q99574	5
Q9BQA1	95
P22061	1152
P82650	235
Q5W0V3	44
Q8NDI1	17
Q8IUW5	2
P36507	354
P81877	1
Q8IXI1	317
Q8IXI2	163
P19367	3358
Q9NX55	10
Q9NX57	2
Q9NX58	114
P05455	1401
G5EA36	18
P07311	60
Q05DH4	6
Q9NVR2	5
Q9HC84	2398
P03886	31
P10620	568
Q9BRA2	729
Q9H6H4	2
Q29718	2432
P22455	182
Q9BQ04	73
Q5T6V5	197
P15291	73
Q96A29	2
Q96DX4	4
Q96DX5	22
P50443	71
Q9UJX4	5
P50336	64
Q9UJX3	43
Q9UJX2	18
Q8NCL4	141
Q9NR77	17
Q5BJH7	8
Q9NR71	9
Q5BJH2	1
P56470	2885
P84085	1208
P58499	35
Q9P2T1	137
Q96TC7	149
Q96KQ7	1
Q03167	7
Q68CZ6	2
Q03164	1
Q6ZRP7	55
P13995	42
Q9ULB1	1
Q03169	75
Q9Y2R0	136
O60870	3
Q9Y2R5	130
Q9Y2R4	29
Q8N6Y2	2
Q9Y2R9	200
P29762	88
O60879	318
P30049	422
P30048	1707
Q8N8S7	246
P30041	4173
P30040	1607
P30043	1863
P30042	530
P30044	3262
P30047	89
P30046	1061
P55789	24
Q9GIY3	734
P55786	3105
F5H604	137
Q9UMZ2	5
P13667	6943
Q71RG4	1
Q96DT6	1
Q15007	80
Q15006	218
Q15005	574
O00567	1608
Q15003	9
O00562	3
Q15008	776
Q9H7L9	3
Q96S44	60
O15155	10
P51178	260
Q8TE04	1
Q8TCA0	26
Q8TE02	1
A6NGR9	1
Q96R05	13
Q8WVB6	9
O60814	8113
Q8NBF6	79
Q9Y324	14
Q9Y450	82
Q8NBF2	428
Q5BKZ1	167
P21757	3
Q9H867	1
Q92930	1017
Q92934	15
Q5T7V8	1
E7EVY3	1116
P15907	4
B7ZC06	165
Q96AJ9	3
Q14202	2
Q14203	1671
Q7L5A8	2
Q14204	13976
P00338	4591
Q9Y4H4	3
Q9Y4H2	14
P55001	154
P68036	645
Q9UN36	401
P68032	42429
P07814	3440
O15243	6
Q15910	13
O43166	1
O43169	333
P19174	125
Q6NUS8	7
Q9H0P0	281
Q8N6T3	233
Q8N6T7	1
Q9H3Z4	66
Q9BSB4	1
Q86YN1	26
O94992	12
O14958	122
O14957	7
O14950	3105
Q9GZV1	24
Q6FI81	309
Q9H9C1	12
A1IGU5	56
P36269	468
O60268	5
P27361	1078
O60260	5
O60262	45
Q8IWT0	17
Q8IWT3	1
P61353	498
P26010	72
P26012	1
Q9Y619	56
Q15648	38
Q15645	26
Q15646	7
Q15643	85
Q15642	192
O75054	22
P45381	50
Q13427	82
Q13426	16
Q13425	327
Q13424	18
Q13423	2206
O95487	284
Q12999	15
Q5JSP0	5
P63261	51686
Q53HC9	72
P63267	40866
Q7Z2Z2	235
Q13523	195
Q13526	276
P01880	89
E9PEI6	16
Q8NHP8	30
P48735	3738
P48736	4
P48739	697
Q8NHP1	493
Q8NHP6	11
Q9NWX6	16
Q9NT62	312
Q7L591	21
Q7L592	44
Q92734	271
Q7L2E3	360
Q6ZS30	27
P48651	105
Q6ZN28	4
P19827	2197
Q14999	5
P19823	2310
Q14997	26
P51784	78
P62136	2125
P12107	18
E9PMS6	1126
Q8TBN0	2
Q5VYX0	3
Q7L775	39
Q9UQ80	1883
Q8N5N7	46
P21108	375
Q9BV38	28
P29373	137
Q5T5P2	258
P29375	3
Q9NXJ5	9
Q12929	426
Q9BV35	3
Q9Y666	21
Q86XI2	3
Q29960	1845
Q9UBE0	382
F8VWL3	80
Q9C002	562
Q9C005	64
P03905	22
Q969S3	24
Q969S9	69
Q86WU2	67
Q8TAD8	2
Q6RW13	35
