Uniprot_AC	nb_obs
P84085	150
Q15477	13
Q9P2T1	16
Q96TC7	20
Q96KQ7	1
Q6ZRP7	2
P13995	1
Q03169	4
Q9Y2R0	16
Q9Y2R5	4
Q9UPU5	1
Q9Y2R9	27
O60879	12
P30049	35
P30048	262
Q8N8S7	10
P30041	313
P30040	72
P30043	328
P30042	53
P30044	127
P30047	29
P30046	147
Q9GIY3	96
P55786	100
P13667	350
P13196	1
Q15007	5
Q15006	11
O00566	2
O00567	49
O00560	18
Q15008	41
Q96S44	3
Q9BTW9	17
P51178	18
Q8WWZ4	3
Q8TE04	1
Q8TCA0	1
Q9Y324	3
Q08117	2
Q8NBF2	21
Q9Y320	16
P21757	1
Q92930	47
Q92934	1
Q9Y5K6	10
P15907	1
Q14204	885
P00338	237
Q9Y4H4	1
Q9BX10	3
P68036	51
P68032	1166
P07814	204
O43169	47
P79483	100
Q8N6T3	1
Q9H3Z4	7
Q86YN1	1
O94992	10
O14957	2
O14950	139
Q6FI81	2
P36269	44
P27361	28
Q8IWT6	8
O60264	31
P61353	98
Q15649	1
Q15648	2
Q15645	3
Q15646	8
Q15643	9
Q15642	8
Q13428	19
Q13427	1
Q7Z2Z2	3
Q13423	299
O95487	19
O95486	55
P63261	2286
Q53HC9	2
P63267	1020
Q96GG9	20
Q13526	18
P48730	7
Q8NHP8	1
P48735	81
P48739	31
Q8NHP1	34
Q8NHP6	5
Q9NWX6	1
Q9NT62	7
P48651	7
P19827	138
Q14999	8
P19823	110
Q14997	12
P62136	60
E9PMS6	96
P12109	1166
Q7L775	3
Q9UQ80	234
Q8N5N7	4
P21108	17
Q9NQR4	78
P29372	3
Q9NXJ5	1
Q12929	2
Q29963	81
Q9BV36	1
Q9UBE0	8
Q9C002	2
Q9C005	2
P03905	3
Q969S3	35
Q969S9	5
Q86WU2	14
Q4G0N4	20
Q9H1K0	1
Q9H1K1	4
Q9H1K4	22
Q9NRP0	12
P29590	54
Q9NRP2	2
Q9P2I0	2
P02750	48
B1AP13	34
O43920	15
Q8WW59	59
O75251	38
A9UHW6	2
P43652	42
Q9Y6D6	21
P08709	1
Q9NTN3	2
P08684	52
Q9H4X1	6
P08134	67
P08133	610
Q8N755	3
P54727	33
O95900	3
Q9UKR5	11
P07357	12
Q9H299	21
P15121	33
Q14435	4
P05556	207
P14678	29
Q8NEW0	7
Q01085	1
Q01082	1772
Q01081	24
Q8N139	46
Q8N138	9
P26572	2
P59998	74
O15498	10
Q99598	12
Q02218	155
Q9NYM9	2
Q9UG56	1
P82673	12
Q8WU39	17
P82675	13
P21926	33
P21291	128
P16615	141
O43447	8
Q9NX76	1
Q9NX74	1
P62304	37
P62306	18
Q9BRG1	15
Q8NI37	1
Q9NZE8	1
O14727	1
Q9UJZ1	22
Q96A00	2
Q6BCY4	9
P16662	140
Q96DZ1	5
P55265	33
Q9NUI1	22
Q9NR56	8
Q5BJF2	16
Q9NR50	23
P55268	749
Q96CG8	2
Q8TDC3	3
P13645	1619
P13646	197
P13647	464
Q04826	84
Q07157	95
Q15061	5
Q15063	369
Q96S66	5
Q15067	101
P55854	17
P17612	26
O00584	12
Q9H7D7	1
Q9UM13	1
Q7L014	31
Q9H2V7	1
P51991	133
Q9Y305	24
Q8IY95	7
Q9BVC6	29
Q8N4P3	11
Q86VX2	8
P04114	1147
P15927	9
P15924	192
Q01415	2
P53041	8
P00352	548
Q6KB66	18
P36543	31
Q8IXM3	9
Q8TCC3	3
Q9BXJ8	5
Q9BXJ9	18
Q8IYL3	1
O43639	1
O43143	123
Q6NUQ4	7
O43147	1
Q6NUQ1	4
Q92667	7
Q32MZ4	10
P53597	58
Q9UI08	10
P20061	1
Q9GZT3	39
Q9GZT6	3
Q9GZT8	8
Q9H330	15
Q8IWV7	2
Q6P161	1
Q9H9E3	8
O75063	2
Q13190	1
Q9HCY8	5
Q9UHQ9	47
Q15661	246
P26038	406
Q9UHQ4	18
Q9Y2Q0	3
Q99436	33
P63241	123
P63244	323
Q13442	8
Q13445	12
Q99439	27
Q96GA3	10
Q1ED39	3
Q96GA7	8
Q15599	35
Q13509	776
Q4G176	21
Q13505	12
Q13501	69
P12694	19
Q9NWZ3	1
Q7Z3B4	6
Q96BI1	4
Q7Z3B0	3
Q7L576	120
Q9UQE7	56
P78324	2
P48634	1
P48637	27
P29558	7
Q16626	2
P15311	301
Q16625	10
Q16629	35
P34947	2
Q9BV10	1
Q9BS40	22
Q9BV19	1
P21127	8
Q6S8J3	1056
P29350	21
Q12907	58
Q12905	122
Q12904	51
Q9UBG0	14
Q969Q0	25
Q969Q5	3
P03928	6
Q7Z4G1	5
Q7Z4G4	1
P27816	82
P49902	5
P49903	2
Q86TM6	2
Q07812	29
Q07817	2
P78382	1
P78381	1
P78386	34
P78385	41
P14209	17
P05181	75
P08243	1
Q14BN4	5
P05186	14
P14207	5
P01743	11
Q86VS8	20
Q53FT3	3
O75909	4
O75907	2
O75900	1
Q9H3P7	17
Q15388	2
Q96QK1	133
P05452	19
Q8WY22	16
P06744	173
P06241	14
Q9Y3U8	98
P00167	213
Q8TB45	3
P62753	125
P62750	99
P18031	16
Q96P11	7
Q8TDP1	1
P02675	603
O95816	19
Q14141	33
O60262	2
H3BVI4	1
O43464	9
P07355	1137
P07359	1
P07358	13
P62328	25
Q96JQ2	4
P46821	4
Q16363	99
Q8WUH6	1
Q9NZC3	2
P49407	19
P58107	138
Q9UDX5	4
Q5U651	17
Q96A65	23
P36542	67
Q0VGL1	13
Q9Y5K5	10
Q8IXM2	10
Q8IXM6	10
Q92781	3
Q9Y5K8	8
P30260	6
Q9NR31	74
Q9NR30	47
Q5BJD5	3
O95870	9
P49736	21
O95674	13
P34949	3
O95671	23
Q96C86	10
Q15436	155
Q15437	41
Q15434	2
Q15435	16
P04233	33
Q6NVY1	73
P30085	81
P30084	418
P30086	597
Q9Y3C6	14
Q9P0B6	1
P51649	47
P13693	41
P06748	202
Q29RF7	12
Q9UN81	14
Q96EB6	2
