Uniprot_AC	nb_obs
P01860	3652
Q96GE9	7
Q96GE6	2
P25311	523
F5H433	8
H3BRJ5	4
Q8NHR9	3
Q13541	13
Q13542	15
O95714	11
Q13546	27
Q13547	97
Q9NY93	5
Q9NQ60	4
Q5T750	3
Q9BWL3	2
Q9UBC9	3
O00221	1
P55317	1
Q96J01	16
Q6PD74	5
Q9UBC1	4
Q9UBC5	48
P50148	229
Q9NVM6	14
Q96BM9	162
Q13895	18
Q9H2W6	38
P33908	5
Q8IY81	26
Q6ZS17	4
Q9NQ92	1
Q9NV66	5
Q9BYI3	6
P18433	44
Q5QJ74	52
Q9H6R4	26
Q5VWZ2	98
P10412	864
O15061	1501
P29317	15
Q86UE8	16
P35998	328
Q86XK7	4
Q9Y646	124
Q9BV57	70
Q86UE4	209
Q9NXH8	2
Q9NXH9	16
P10643	573
Q9NQL2	50
P48553	18
Q5SZK8	39
Q9UIF8	14
Q9UIF9	16
P01782	26
P01780	36
Q9P270	24
P62861	20
Q9P275	1
Q9UIF3	8
Q92890	120
Q92896	369
Q14687	1
Q969M7	10
Q86WW8	4
Q969M3	4
P02787	7902
Q8TAF3	72
O60447	20
O60443	111
J3KNK1	67
O60449	4
P01743	66
O14498	35
Q96PN7	1
P39880	53
O14493	10
O14495	37
O14494	21
O14497	29
Q9UKT8	7
Q9H1C4	2
O95926	11
Q9UKT5	10
Q9H1I8	17
Q9UKT7	2
Q8NFW1	2
Q86TI0	8
P0C860	2
Q86TI2	121
Q86VV8	1
Q8NFW8	268
Q562F6	39
Q9NRR3	5
P23083	70
Q9NRR5	53
P28370	134
Q5JTW2	7
Q92543	12
Q92542	78
Q92541	51
Q92540	3
Q92547	2
Q92545	1
Q92544	74
P30825	17
A1L390	4
Q9H4Z3	37
Q00839	1398
P20340	228
P05413	552
Q9HAV0	196
Q9HAV7	70
Q9HAV4	135
Q96SB8	13
Q96SB4	25
Q8N807	9
Q8N806	17
Q6A162	6
Q9H270	133
Q14457	14
Q8WU10	4
Q8WU17	2
Q8TEB1	5
Q9Y3Q8	29
Q9Y3Q7	1
Q8NEU8	133
P56705	1
Q8TEB9	5
Q9Y3Q3	24
Q9Y3Q0	52
Q659C4	31
Q8N9T8	10
Q8N118	3
Q8N111	15
P26599	757
Q9H5X1	9
O95544	5
Q9H583	29
Q99572	10
Q99571	4
Q99570	86
Q99576	10
Q99575	23
Q99574	5
Q9BQA1	48
P22061	393
P82650	39
Q96HG1	1
Q5W0V3	51
P40818	84
Q8IUW5	1
P36507	208
P81877	8
Q8IXI1	62
P19367	969
Q9NX52	3
Q9NX55	9
Q9NX57	9
P06493	57
P05455	499
P07311	38
Q05DH4	3
Q9HC84	22
P03886	7
P10620	83
Q9BRA2	108
Q9H6H4	8
Q29718	173
Q5T447	68
Q9NZG7	7
E9PCW1	22
Q5T6V5	160
Q9BRS8	6
P15291	10
Q96A29	2
Q96DX4	7
Q96DX5	23
Q9UJX5	16
Q8IZD4	7
Q96DX8	1
Q96A26	87
Q96A23	19
Q96L34	8
Q9NR77	4
Q5BJH7	13
Q5BJH2	2
P56470	20
Q9NUK0	23
P84085	457
Q15477	198
Q9P2T1	120
Q96TC7	40
Q96KQ7	11
Q96KQ4	5
Q03167	18
Q68CZ6	2
Q6ZRP7	13
P13995	3
Q96C45	6
Q03169	9
Q9Y2R0	39
P84550	4
Q9Y2R5	15
P50213	229
Q9UKK9	211
Q9Y2R9	20
P29762	45
Q6XUX3	9
P30049	81
P30048	821
Q8N8S7	231
P30041	1601
P30040	396
P30043	493
P30042	322
P30047	18
P30046	214
Q96EF6	11
P55789	12
Q9GIY3	92
P55786	1033
F5H604	69
Q9UMZ2	17
P25101	3
O60636	3
Q14093	3
P40926	950
P13667	1207
P13196	7
P05534	195
P51116	67
Q96DT6	1
Q15007	19
Q15006	26
O00566	10
O00567	193
O00560	68
O00562	14
Q15008	237
Q86VD7	4
Q8N2H3	1
Q96S44	36
Q8NHM5	1
A0PK00	2
O15155	14
P51178	314
Q8WWZ7	2
Q8TCA0	21
Q8TE02	1
Q8N344	1
Q96R05	11
Q96R06	9
P62753	204
Q8WVB6	11
O60814	1415
Q8WVB3	2
Q8NBF6	11
Q9Y324	1
Q9Y450	52
Q8NBF2	215
Q9Y320	44
Q9H869	1
P21757	6
Q9H867	1
Q92930	146
Q16627	1
Q9H2T7	10
Q92934	13
Q5T7V8	1
Q99909	2
Q9UQ13	31
E7EVY3	395
P15907	5
Q96AJ1	13
Q96AJ9	10
Q14202	31
Q14204	4006
Q6UWU4	5
Q6UWU2	11
P00338	1256
Q9Y4H4	1
Q9Y4H2	9
Q9BX10	4
P68036	310
Q9UN36	296
P68032	15802
P07814	726
Q6NUS6	3
O43164	6
O43166	1
O43169	244
P19174	172
P79483	74
Q96LP2	3
Q86W10	1
Q9H0P0	14
Q8N6T3	35
Q5XUX1	12
Q9H3Z4	61
Q9BSB4	5
Q86YN1	7
O94992	20
O94993	14
O14958	33
O14957	3
O14950	796
Q9GZV4	308
Q9H9C1	32
A1IGU5	97
Q8IZT6	5
Q8IZT9	2
P36269	132
O60268	6
P27361	315
O60262	37
Q8IWT0	11
Q8IWT3	20
P11362	15
P61353	112
P26010	4
Q96MN2	3
Q9Y619	11
Q6NUK1	170
Q15648	6
Q9Y617	140
Q15645	60
Q9BUR5	57
O75054	14
Q6P4I2	5
P45381	55
Q13427	23
Q13426	12
Q7Z2Z2	124
Q13424	26
Q13423	396
O95487	119
Q9Y613	45
Q53HC0	7
Q53HC5	1
P63261	14896
Q53HC9	29
P63267	15808
Q9H320	3
Q96M94	1
Q96M96	46
Q96M91	5
Q96M93	22
Q96M98	2
Q13522	2
Q96GG9	78
Q13526	177
P01880	39
P48730	18
Q8NHP8	60
P48735	534
P48739	265
O75426	2
Q8NHP6	22
Q3SY77	1
Q9NWX6	6
Q9NT62	107
Q7L592	6
Q9UQC2	1
Q6ZS30	6
P48651	4
Q9P086	7
P19827	906
Q14999	76
Q9BYW2	7
P19823	1203
Q14990	10
Q14997	57
P51784	94
P12104	4
P12107	7
E9PMS6	27
P12109	3386
Q5VYX0	5
Q7L775	84
Q9UQ80	340
Q8N5N7	12
P21108	221
Q9BV38	43
P29373	50
P29372	17
P29375	4
Q9NXJ5	6
Q12926	43
Q12929	74
Q29963	200
Q9Y666	32
Q29960	165
Q9UBE0	224
Q14410	28
Q9C002	23
Q9C005	28
P17693	40
P03905	9
Q969S2	9
Q969S3	15
Q969S0	1
Q969S9	18
Q96BU1	1
Q86WU2	2
Q8TAD8	3
Q4G0N4	150
Q8TAD4	6
Q8TAD7	8
O60462	58
Q969G3	74
P07358	131
Q5QJE6	13
Q9H1K0	16
Q9H1K1	37
Q9H1K4	25
P29597	2
Q9NRP7	9
Q9NRP0	30
P29590	121
Q9NRP2	5
Q8NFY9	6
Q09472	14
Q8TAM2	6
B5MCI0	344
Q9P2I0	56
Q01664	1
Q9Y6D5	124
B1AP13	60
P02751	2822
Q8WW59	70
O75251	56
A9UHW6	36
Q86VQ6	37
Q9Y6D6	132
Q86VQ3	8
Q86VQ1	3
Q9BZD4	7
P08138	33
Q9H4X1	1
P08134	338
Q53FV1	25
P08133	2891
Q8N755	8
P54727	278
O95905	3
Q96QU8	11
Q9UKR5	31
P07357	114
Q8N283	5
Q8N0Y7	568
Q96QU1	1
P54252	25
P54253	1
Q9H299	78
P07355	2164
Q14432	41
Q14435	15
Q17R89	9
P05556	1361
Q9BXB7	1
Q8TB61	7
Q8NEW0	17
P14672	6
Q8N131	1
Q01085	70
Q01082	3605
Q8N136	9
Q01081	113
Q75N03	10
Q8N9V2	3
Q8N138	29
Q765P7	2
P0CG39	2242
P0CG38	3037
P0CG34	4
P26572	3
P0CG30	116
Q86X10	87
P59998	190
O15498	103
P19878	9
Q99598	161
Q02218	526
Q99594	6
Q8IV36	64
Q9NYM9	8
Q9UG56	6
Q8N3I7	3
Q96RM1	5
P82673	18
Q8WU39	19
P82675	13
P21926	166
P21291	3070
A7E2V4	7
Q9Y385	6
O43447	95
Q9NX78	1
Q9NX70	2
Q9NX76	1
Q9NX74	7
Q16342	1
P62308	33
Q16348	31
P62306	88
Q9UEW8	40
Q8WUN7	13
Q8WUH2	31
Q30201	1
Q6UWH6	1
Q9H1B5	1
Q9BRG1	63
Q8NC96	12
Q8NI37	4
Q8NI36	23
Q9NZE8	1
O14727	21
Q5SRH9	9
P13056	1
Q96A05	42
Q9UJZ1	164
Q96A00	70
Q9P2E3	6
P58166	1
Q96A08	647
P47736	4
Q8IXK2	2
Q8IXK0	6
Q96DZ1	41
Q96I15	30
Q9NUI1	13
Q5BJF6	44
Q9NR56	46
Q5BJF2	49
Q9NR50	62
Q9P2E9	1155
F5H1X8	168
Q9UL18	291
P49716	3
P49711	20
Q8TDC0	3
Q8TDC3	4
Q2T9J0	3
O60890	15
P13645	2617
P13646	284
Q04828	324
Q96ED9	2
Q04826	185
Q9HBV2	11
Q8IY21	34
Q07157	666
Q15061	16
Q15063	795
Q75QN2	7
Q96S66	57
P55854	97
P17612	292
O00584	57
Q9UM19	7
O95229	5
Q9H7D0	164
Q4G163	1
Q9UM13	3
O15131	59
Q9BTY2	43
A7KAX9	2
K7ESF4	169
Q7L014	176
Q92917	18
Q5VUM1	2
P51991	884
Q9Y303	30
Q9Y305	197
Q9H840	2
P21730	1
Q9BVC5	12
Q9BVC4	18
Q9BVC6	66
Q8N4P6	1
Q8N4P3	64
P32780	7
H0YLY0	121
P04114	1763
J3QQY7	4
Q96AH8	3
P15927	137
P15924	346
Q01415	31
P53041	216
P00352	1584
Q6KB66	42
Q0VGL1	12
Q9Y5K5	69
P56589	3
Q8TCC3	4
Q9BXJ8	33
Q9BXJ9	189
Q96PU5	20
A4UGR9	3
Q9BXJ0	4
Q9BXJ1	2
Q9BXJ2	6
P80748	80
O43149	44
O43148	38
O43639	82
O43638	1
O43143	412
Q6NUQ4	23
Q6NUQ1	36
Q92667	16
Q32MZ4	105
Q96LR5	14
O43924	24
P53597	238
Q86YH6	5
Q04609	48
Q05086	116
Q05084	4
Q8TC84	1
P20061	1
Q9BSL1	23
Q9GZT3	54
Q9GZT4	43
A6NF51	160
Q9GZT9	45
Q9GZT8	98
Q9H336	1
Q9H334	1
Q8WYQ5	1
Q9H330	71
Q8IWV7	64
Q6P161	4
O60240	66
Q8IWV2	5
O60245	1
O60244	2
O75061	10
Q9H9E3	88
O75063	8
Q13191	3
Q13190	30
Q9HCY8	7
Q9NR31	236
Q9Y2Q3	262
Q9UHQ9	203
Q15661	301
P26038	1938
Q9UHQ1	3
Q86U70	3
Q9UHQ4	89
Q9NR34	1
Q8WXW3	12
Q99436	115
P63241	548
Q99797	27
P63244	331
Q13443	11
Q13442	133
Q13445	64
